Spaxid, N2 flux, N2 S/N, Ha flux, Ha S/N, Hb flux, Hb S/N, O3 flux, O3 S/N, S2 6717 flux, S2 6717 S/N, S2 6731 flux, S2 6731 S/N, Ha EW, AGN Flag 
587725552812228767_34_38,0.135097,14.68921066,0.603079,97.26126236,0.211607,25.71634108,0.218446,16.58792545,0.157781,32.68345679,0.0976744,19.38584633,27.998, S06_SF 
587725552812228767_35_38,0.207733,20.63786942,0.881893,116.884026,0.309436,35.79059767,0.287442,18.62116334,0.217202,29.10773418,0.141626,22.47069169,31.1801, S06_SF 
587725552812228767_36_38,0.213254,21.65371097,0.952626,131.7405272,0.334255,33.72569148,0.29287,18.12804423,0.235792,32.4311586,0.144325,21.20616987,27.5287, S06_SF 
587725552812228767_37_38,0.28591,22.44740501,1.15141,154.2388782,0.404005,29.8688916,0.340003,19.44256067,0.286379,40.89816335,0.187459,21.40936331,26.3751, S06_SF 
587725552812228767_38_38,0.265739,19.41170472,1.06467,166.4192188,0.373568,31.90647664,0.300151,17.96926465,0.27284,39.51712329,0.185422,35.38211246,23.7906, S06_SF 
587725552812228767_39_38,0.293728,20.10322177,1.1078,125.9956078,0.388701,33.41188569,0.314598,16.73214648,0.276575,40.68732628,0.19099,31.05882408,21.539, S06_SF 
587725552812228767_40_38,0.316832,26.14371727,1.13171,122.0498375,0.39709,27.00672315,0.301085,15.15981322,0.30033,45.73385237,0.215396,30.47907148,20.7943, S06_SF 
587725552812228767_41_38,0.321197,27.03562532,1.23963,109.9099547,0.434956,31.51386322,0.327575,16.71041017,0.310492,39.3869626,0.22556,33.97032219,21.9038, S06_SF 
587725552812228767_42_38,0.335871,24.46870454,1.36592,104.0905487,0.47927,31.93151555,0.37377,16.20079512,0.32768,35.16775171,0.238855,33.02169814,23.5581, S06_SF 
587725552812228767_43_38,0.318244,25.07289467,1.34278,140.9959206,0.471151,38.59290613,0.393972,18.06834431,0.316245,47.58416017,0.230095,40.17569557,27.8509, S06_SF 
587725552812228767_44_38,0.295459,22.62213764,1.3053,192.2733943,0.458,48.83759954,0.397007,20.22407663,0.299167,52.82086187,0.214843,34.07821298,32.1512, S06_SF 
587725552812228767_45_38,0.271041,21.97198603,1.26518,199.5227228,0.443924,42.66578414,0.414833,21.08491984,0.293493,47.77265266,0.204265,35.0184441,34.5121, S06_SF 
587725552812228767_46_38,0.258081,20.66178272,1.31548,183.8385598,0.461572,42.26867529,0.459274,20.05986064,0.308194,41.00902142,0.200875,35.14559115,35.2915, S06_SF 
587725552812228767_47_38,0.231995,17.86920163,1.2037,143.2011595,0.422352,42.92808015,0.428603,19.57454561,0.286428,39.56489334,0.183763,33.68628662,35.442, S06_SF 
587725552812228767_48_38,0.222306,17.13676729,1.12798,145.3205737,0.395782,32.1312742,0.428828,17.58076021,0.275937,36.96333704,0.180619,35.88070571,29.8816, S06_SF 
587725552812228767_49_38,0.165356,17.59347211,0.79874,127.6856396,0.28026,39.63213069,0.299692,18.45397428,0.20888,36.9791438,0.151554,30.65092435,25.9873, S06_SF 
587725552812228767_50_38,0.123028,15.95755934,0.571913,133.390433,0.200671,25.70552974,0.205024,17.56638912,0.151038,33.77869764,0.112055,24.36178633,21.9826, S06_SF 
587725552812228767_51_38,0.100535,13.95876891,0.432845,97.42574075,0.151875,22.33087635,0.149315,15.89722105,0.140634,27.50231867,0.104077,22.81926773,22.3118, S06_SF 
587725552812228767_52_38,0.0627059,11.41423538,0.251623,57.15374809,0.0882888,20.73399953,0.0700012,11.87817822,0.0902743,23.39805809,0.0613316,15.3280713,21.5569, S06_SF 
587725552812228767_53_38,0.049161,12.96086564,0.180852,46.22936691,0.063457,15.73626138,0.0476028,9.094637669,0.0613735,14.29695568,0.0388763,11.45916144,16.3375, S06_SF 
587725552812228767_54_38,0.0341696,8.945920729,0.120332,43.84332532,0.0422217,11.89556949,0.0337935,8.780957698,0.0406068,13.43866698,0.0245495,10.65596767,13.5578, S06_SF 
587725552812228767_55_38,0.023857,4.723505027,0.110079,27.01297885,0.0386242,6.52406831,0.0334298,5.862849445,0.0384863,9.497550679,0.0210305,6.570912285,11.0056, S06_SF 
587725552812228767_56_38,0.0111033,2.071510868,0.0759709,17.45198696,0.0266565,2.960954678,0.0229424,4.612001992,0.0319887,8.42814247,0.0171828,4.563110724,8.59894, S06_SF 
587725552812228767_27_39,0.0829259,3.339082471,0.333718,11.54615603,0.117094,1.274187469,0.123727,1.71211008,0.105032,4.002962371,0.0901824,3.347684939,14.02, S06_SF 
587725552812228767_28_39,0.04591,5.36434939,0.225552,22.24773245,0.0791409,3.691764749,0.0809114,4.699382063,0.0625374,7.514042765,0.0489418,4.665254649,17.8287, S06_SF 
587725552812228767_29_39,0.0456159,6.721903266,0.251803,35.17722095,0.0883521,7.118964078,0.0895319,6.620702757,0.0623818,11.57993594,0.0433476,6.777113056,21.8639, S06_SF 
587725552812228767_30_39,0.0943181,10.16721746,0.482315,68.46340508,0.169233,11.26905821,0.186929,11.83243638,0.114707,14.80637551,0.0695384,7.795897247,27.3826, S06_SF 
587725552812228767_31_39,0.0854755,11.6377467,0.483917,66.65328146,0.169796,17.5549883,0.199798,14.93638215,0.126557,21.1236171,0.0751619,13.99993055,26.8461, S06_SF 
587725552812228767_32_39,0.118248,13.58630932,0.632427,118.8670562,0.221904,18.97285524,0.253209,17.51875845,0.162004,23.86082817,0.0966886,18.09716376,28.9835, S06_SF 
587725552812228767_33_39,0.152362,16.95772967,0.722561,111.9553562,0.25353,21.71350709,0.292478,20.3234392,0.185656,24.2713487,0.117702,17.12966466,29.9652, S06_SF 
587725552812228767_34_39,0.186064,16.32124543,0.811526,95.93249265,0.284746,35.52768073,0.297883,19.5973705,0.212807,31.36271669,0.146359,21.53442062,27.4598, S06_SF 
587725552812228767_35_39,0.246908,18.13138076,1.06739,157.4052262,0.374523,32.21185797,0.361264,18.19016638,0.255589,42.20141643,0.167004,29.19772281,30.423, S06_SF 
587725552812228767_36_39,0.299493,19.69554711,1.22714,163.8377633,0.430574,34.15705664,0.398971,19.88638811,0.290843,51.13215548,0.190181,29.70288755,29.1357, S06_SF 
587725552812228767_37_39,0.277278,24.0598982,1.18172,148.1409734,0.41464,34.70785936,0.347388,19.32659388,0.279142,49.81467441,0.181196,30.46146126,22.4246, S06_SF 
587725552812228767_38_39,0.304932,21.62809313,1.20614,138.6403242,0.423206,34.33935283,0.346107,16.77525841,0.301288,44.3885976,0.199646,33.077025,20.3651, S06_SF 
587725552812228767_39_39,0.336321,19.52749273,1.23972,124.6562263,0.434988,36.73408018,0.35725,14.47575429,0.313822,45.2627258,0.220895,25.84466002,19.9708, S06_SF 
587725552812228767_40_39,0.369948,24.96577849,1.3036,121.5356674,0.457404,30.15647253,0.376684,15.58597628,0.3311,39.12765284,0.240968,38.41629735,19.9569, S06_SF 
587725552812228767_41_39,0.352955,24.65966414,1.31662,157.3314854,0.461971,36.8982867,0.366154,14.8843325,0.332121,41.86425498,0.238768,31.18787986,21.5742, S06_SF 
587725552812228767_42_39,0.318468,23.14616262,1.24973,116.5197296,0.438502,41.37524585,0.336398,15.65189366,0.302681,46.24752155,0.221495,30.90613641,24.5031, S06_SF 
587725552812228767_43_39,0.301127,22.84244995,1.24528,161.9547037,0.436942,40.97907865,0.356934,18.32054875,0.297895,52.57271652,0.219651,33.03516476,27.8422, S06_SF 
587725552812228767_44_39,0.293026,22.97714178,1.29833,120.3777054,0.455554,53.26309469,0.393966,20.59421024,0.299509,54.31817702,0.220601,32.00123444,28.7258, S06_SF 
587725552812228767_45_39,0.253675,20.65716177,1.14576,165.2394855,0.402019,42.95690598,0.357697,20.84559742,0.266729,48.27078127,0.192362,32.86376416,30.8922, S06_SF 
587725552812228767_46_39,0.251616,20.8661323,1.20128,172.5818393,0.421502,45.72091105,0.396922,20.96324673,0.288831,48.48501671,0.199372,32.72596391,31.6422, S06_SF 
587725552812228767_47_39,0.231639,18.7889449,1.18674,164.3027903,0.416401,45.87420142,0.42151,19.63461359,0.288794,37.14560048,0.187186,31.25944635,30.0105, S06_SF 
587725552812228767_48_39,0.197048,14.82535295,1.00595,101.6426009,0.352963,30.9451947,0.3624,18.78124114,0.248317,40.27640097,0.165127,29.24437553,27.759, S06_SF 
587725552812228767_49_39,0.143546,15.23866149,0.724081,85.66551902,0.254063,33.49326743,0.257665,17.13017664,0.198622,27.6482355,0.145676,31.63962481,27.6512, S06_SF 
587725552812228767_50_39,0.0978603,11.77435201,0.474466,92.62931324,0.166479,30.25859285,0.167927,15.90891061,0.132039,27.7415751,0.098181,16.65256684,22.8765, S06_SF 
587725552812228767_51_39,0.0976317,15.31994369,0.427829,68.97812051,0.150115,16.64953953,0.153231,12.50026959,0.138016,25.01618082,0.100178,15.65833799,18.8539, S06_SF 
587725552812228767_52_39,0.0552835,12.25388461,0.226312,61.31980683,0.0794077,12.49582291,0.0608751,10.96731828,0.0822179,17.12035998,0.0530728,13.55205278,17.9793, S06_SF 
587725552812228767_53_39,0.0385665,10.23520236,0.142953,45.03002998,0.0501588,11.96134133,0.0353885,8.524519654,0.0474491,13.505488,0.0263871,9.167767868,16.5833, S06_SF 
587725552812228767_54_39,0.0220602,7.441422481,0.0982896,30.27318858,0.0344876,9.11930684,0.0269756,6.896112578,0.0366735,10.73950347,0.0206012,6.761514725,13.5752, S06_SF 
587725552812228767_55_39,0.0103271,2.803460557,0.0567995,17.58129719,0.0199297,6.659423504,0.0145974,4.096457059,0.0240847,7.797430763,0.01399,5.91754614,11.0026, S06_SF 
587725552812228767_56_39,0.00489125,1.752701999,0.0346354,15.51495551,0.0121528,3.637914376,0.00721907,2.116121213,0.0162676,6.619557547,0.00794027,3.899908268,8.78229, S06_SF 
587725552812228767_25_40,0.00363059,2.158299708,0.00869887,5.567936464,0.00305224,2.073589385,0.00506744,3.116597671,0.00536965,3.423397446, nan,0.417707138,5.82633, K01_SF 
587725552812228767_26_40,0.0151813,3.296908538,0.0353746,8.628063872,0.0124122,2.262071874,0.0109575,1.865159538,0.015287,3.445750289,0.0107457,2.191484832,8.3746, K01_SF 
587725552812228767_27_40,0.0360384,5.755503226,0.113273,17.4488184,0.0397448,3.099735353,0.0341388,3.634339893,0.0344092,5.010472265,0.0268118,3.416077163,11.7034, S06_SF 
587725552812228767_28_40,0.0620725,8.91822306,0.265208,36.60606109,0.0930553,7.061891102,0.0902416,5.911379645,0.0666645,9.766172609,0.0520421,6.975904065,19.285, S06_SF 
587725552812228767_29_40,0.108759,10.503208,0.569326,57.42378152,0.199764,8.770954463,0.233621,8.451220728,0.129295,15.15237514,0.0985169,7.22412398,24.7966, S06_SF 
587725552812228767_30_40,0.123426,12.43843474,0.676308,89.50856845,0.237301,11.83048334,0.302572,15.84226617,0.17141,22.93319873,0.122308,13.29054802,28.5518, S06_SF 
587725552812228767_31_40,0.155841,15.79851546,0.838867,95.45626127,0.294339,19.7452008,0.372491,18.09819192,0.205109,28.64101613,0.136034,18.30136855,30.0225, S06_SF 
587725552812228767_32_40,0.157666,16.90081084,0.830529,93.97539165,0.291414,30.0203486,0.350088,21.03491404,0.210581,41.02755655,0.142489,23.24104523,30.7818, S06_SF 
587725552812228767_33_40,0.214215,17.85326972,1.00566,116.7529298,0.352864,29.6738271,0.408916,20.22419991,0.249198,35.78420184,0.167803,25.6798333,31.2572, S06_SF 
587725552812228767_34_40,0.25284,16.8183703,1.10697,125.3585075,0.388412,27.55577704,0.418207,19.68626992,0.271163,41.48454378,0.193154,29.06301887,33.8417, S06_SF 
587725552812228767_35_40,0.29159,18.73104447,1.24422,168.4663821,0.436567,31.97980455,0.431511,19.47808256,0.28353,48.25326738,0.195886,30.68737824,26.6758, S06_SF 
587725552812228767_36_40,0.285703,18.02304743,1.24716,181.1312088,0.437601,47.56299531,0.416202,19.3349207,0.287571,40.63935183,0.193081,27.87472451,27.1987, S06_SF 
587725552812228767_37_40,0.325612,24.36644988,1.37741,195.1656375,0.483301,39.10318677,0.439568,18.79314608,0.329566,55.01373915,0.220206,33.94368643,24.194, S06_SF 
587725552812228767_38_40,0.330298,20.63143467,1.34367,140.3612863,0.471464,42.01348733,0.397774,17.81124462,0.323631,43.26844115,0.219823,33.61184864,22.9556, S06_SF 
587725552812228767_39_40,0.401433,18.66087949,1.53,122.8138226,0.536843,36.06761891,0.469369,15.45000317,0.375461,47.29067431,0.257549,33.10772629,21.2948, S06_SF 
587725552812228767_40_40,0.376436,18.61281976,1.37938,129.3137387,0.483993,28.10688167,0.403388,13.98506005,0.336698,36.5713182,0.238617,34.04708123,20.7639, S06_SF 
587725552812228767_41_40,0.328665,26.04559983,1.22416,142.0000371,0.429531,37.73235251,0.368968,14.87406406,0.292896,49.33233574,0.209586,37.10628571,22.2074, S06_SF 
587725552812228767_42_40,0.316735,25.08980806,1.26237,121.2428084,0.442936,40.79558777,0.385881,16.82694153,0.302288,44.98553406,0.215591,35.3780497,21.6219, S06_SF 
587725552812228767_43_40,0.280766,21.71143929,1.20953,145.1961715,0.424396,43.38908318,0.36697,18.59204422,0.275424,45.37366166,0.201236,33.53392611,24.2014, S06_SF 
587725552812228767_44_40,0.266022,21.83647771,1.1719,159.8815704,0.411193,40.45252867,0.361736,18.63729131,0.269715,36.71595923,0.205264,35.33725298,27.2182, S06_SF 
587725552812228767_45_40,0.226025,20.93996443,1.05546,105.9605879,0.370337,34.54012388,0.327071,19.06542127,0.245414,42.50434402,0.180116,24.20518289,33.4313, S06_SF 
587725552812228767_46_40,0.206155,19.12950985,1.02573,183.1884051,0.359905,39.09334755,0.325628,19.26579612,0.246063,45.99684329,0.169553,30.22614336,34.017, S06_SF 
587725552812228767_47_40,0.189713,19.39043325,0.917718,164.8590239,0.322006,40.01538493,0.29727,17.19954807,0.22817,40.84723925,0.150057,27.34020911,33.8806, S06_SF 
587725552812228767_48_40,0.141874,15.41545468,0.72603,123.2798102,0.254747,41.04504716,0.246666,18.34807723,0.186668,44.73047867,0.123973,28.47852689,29.128, S06_SF 
587725552812228767_49_40,0.109159,12.94061593,0.56646,82.0868989,0.198758,30.18047851,0.193972,16.11456132,0.156155,26.69012952,0.11466,19.61519619,23.1293, S06_SF 
587725552812228767_50_40,0.0623118,10.1552283,0.334891,59.4156746,0.117505,23.36714291,0.117532,15.27327475,0.0951797,18.55612822,0.0709413,17.55422225,20.2949, S06_SF 
587725552812228767_51_40,0.0703003,12.75098396,0.324675,68.62179902,0.113921,14.05598625,0.0992777,10.91127704,0.0999206,19.61580497,0.0681598,14.90614779,19.6555, S06_SF 
587725552812228767_52_40,0.0482925,8.421676104,0.218919,51.92734719,0.0768137,12.59270396,0.0638011,9.354152429,0.0659794,15.30039808,0.0376447,7.772992987,18.7639, S06_SF 
587725552812228767_53_40,0.0170034,6.628984775,0.0927295,30.5423294,0.0325367,10.81892135,0.0265152,7.377779272,0.032456,12.73033713,0.0169993,5.687115367,14.5358, S06_SF 
587725552812228767_54_40,0.0111298,4.031992692,0.0605765,24.27875286,0.0212549,9.244904737,0.0157105,5.040625801,0.0251875,9.120689466,0.0145576,6.251314222,13.2037, S06_SF 
587725552812228767_55_40,0.00211136,1.170948396,0.0225948,12.439028,0.00792798,6.238551839,0.00540672,3.535471391,0.0106792,6.307086781,0.0051272,3.594118752,9.36247, S06_SF 
587725552812228767_57_40,0.00244503,1.045781076,0.0144092,7.751702939,0.00505585,2.233996156,0.00494547,2.399214795,0.00523309,2.532635518, nan,-0.391349247,7.49163, S06_SF 
587725552812228767_23_41,0.00105829,1.584417804,0.00295568,4.253426928,0.00103708,2.452098628,0.000916942,1.776258898,0.00118799,1.730458681,0.00123883,1.287180143,9.80072, K03_SF 
587725552812228767_24_41,0.00178852,2.196582161,0.00454264,4.866699517,0.00159391,2.662026943,0.00282252,3.763585679,0.00210188,2.106059369, nan,-0.136692414,5.33502, K01_SF 
587725552812228767_25_41,0.00732168,2.763275703,0.0212554,8.643098709,0.00745805,2.432088784,0.0108118,3.671686622,0.00881414,3.362328066,0.00496432,1.728296595,7.64809, K01_SF 
587725552812228767_26_41,0.0151437,4.839739969,0.0359302,11.48965227,0.0126071,2.868651215,0.0142902,3.707503839,0.0146726,4.037622096,0.00802861,1.894890603,7.76255, K01_SF 
587725552812228767_27_41,0.0750429,6.048463407,0.276937,19.58418327,0.0971707,4.015707004,0.101527,4.598940314,0.0771706,6.56623838,0.0520827,4.552428791,15.5527, S06_SF 
587725552812228767_28_41,0.0537827,8.409767293,0.27022,37.19667036,0.0948141,7.70248898,0.105429,9.817409722,0.0649035,7.612716257,0.0414431,4.563577322,17.3238, S06_SF 
587725552812228767_29_41,0.120005,14.97875993,0.618873,77.29355058,0.217148,13.31863574,0.259776,13.08525923,0.146164,10.28335643,0.107909,6.897668644,24.3137, S06_SF 
587725552812228767_30_41,0.165194,19.15961671,0.87552,95.56915449,0.3072,22.28782224,0.3833,15.15814966,0.212755,15.83130696,0.151455,10.15698604,29.9143, S06_SF 
587725552812228767_31_41,0.201961,21.06994793,1.05069,115.1573777,0.368665,26.64038991,0.467926,16.18305618,0.247971,27.73477574,0.170904,15.76011302,29.6104, S06_SF 
587725552812228767_32_41,0.24751,21.35130097,1.18818,129.6276321,0.416907,23.42469313,0.502598,19.7193452,0.288336,37.61962916,0.202897,30.77694585,31.7363, S06_SF 
587725552812228767_33_41,0.266859,20.8850643,1.24701,148.5503804,0.437548,37.45210371,0.520868,22.12233164,0.287812,38.09563747,0.204063,34.17489198,29.2309, S06_SF 
587725552812228767_34_41,0.282096,19.77713269,1.26196,175.5518049,0.442793,40.83089346,0.478232,20.94873731,0.278507,41.24599846,0.196361,27.30804155,28.0134, S06_SF 
587725552812228767_35_41,0.298283,19.09023409,1.32166,174.0079495,0.463741,44.01101579,0.476679,20.13783646,0.297678,59.31091985,0.208485,34.4381857,27.1617, S06_SF 
587725552812228767_36_41,0.320765,17.74409013,1.43069,148.134153,0.501995,51.98222835,0.48492,20.29363933,0.3256,37.53778575,0.227823,29.34534341,27.4085, S06_SF 
587725552812228767_37_41,0.342762,17.48301819,1.44248,148.0600499,0.506134,37.87299512,0.474162,18.46454856,0.335517,47.3932061,0.231083,34.84578943,24.2534, S06_SF 
587725552812228767_38_41,0.365241,22.27393058,1.52942,135.0352266,0.536637,35.96366188,0.493167,16.07622433,0.362371,48.78916066,0.248195,33.47644804,22.8454, S06_SF 
587725552812228767_39_41,0.354562,19.40706983,1.39269,171.1374469,0.488663,38.24481503,0.43586,15.90289482,0.344063,58.9531944,0.23534,33.95925361,20.6257, S06_SF 
587725552812228767_40_41,0.318455,19.04286229,1.22173,151.127572,0.428676,35.03426036,0.374839,15.44956401,0.293787,55.48229824,0.201207,31.76734872,19.9148, S06_SF 
587725552812228767_41_41,0.312069,26.03178054,1.21417,113.3940096,0.426026,38.20406965,0.393731,16.7600094,0.282528,34.04592303,0.196164,29.37431249,19.5503, S06_SF 
587725552812228767_42_41,0.268717,20.17608202,1.10507,134.2477786,0.387743,32.6876,0.362208,16.82802947,0.249647,38.03633902,0.167693,31.18028638,21.0279, S06_SF 
587725552812228767_43_41,0.258091,21.72379698,1.13239,118.3482446,0.397329,35.90338442,0.380656,18.69917155,0.250869,41.47614926,0.179269,35.4652481,27.4894, S06_SF 
587725552812228767_44_41,0.224856,19.85409247,1.08418,140.7003007,0.380414,45.39426147,0.364016,20.10754523,0.245458,44.57579426,0.179485,37.53076264,30.9499, S06_SF 
587725552812228767_45_41,0.205865,20.49833065,1.00331,152.7499851,0.352039,35.81158189,0.331073,19.65419907,0.232152,40.58522143,0.169159,27.22845075,30.2115, S06_SF 
587725552812228767_46_41,0.187079,20.1451243,0.944886,159.4526766,0.331539,29.76888061,0.315293,18.76429455,0.220655,43.17565811,0.152765,27.5098368,30.0139, S06_SF 
587725552812228767_47_41,0.143954,17.62381936,0.71087,131.3617907,0.249428,32.85478362,0.230235,16.88063591,0.175887,39.23994117,0.122489,21.05370011,28.5826, S06_SF 
587725552812228767_48_41,0.113786,14.94695973,0.578615,115.596074,0.203023,32.89971691,0.185498,15.95880395,0.145294,24.72785574,0.0993967,25.23770018,27.6714, S06_SF 
587725552812228767_49_41,0.0720373,15.12053099,0.396184,71.83721392,0.139012,24.89443232,0.131369,15.25476893,0.0954406,26.39141657,0.0699487,22.49514931,23.2683, S06_SF 
587725552812228767_50_41,0.0594572,12.7527456,0.321787,67.00598844,0.112908,21.23963337,0.102834,12.84546213,0.0933978,28.95970507,0.0667402,18.96639796,20.2638, S06_SF 
587725552812228767_51_41,0.0381891,9.06097991,0.22188,47.36494566,0.0778528,14.46245019,0.0698949,11.02726038,0.0640765,17.87726759,0.0396424,9.418508885,17.5262, S06_SF 
