Spaxid, N2 flux, N2 S/N, Ha flux, Ha S/N, Hb flux, Hb S/N, O3 flux, O3 S/N, S2 6717 flux, S2 6717 S/N, S2 6731 flux, S2 6731 S/N, Ha EW, AGN Flag 
587725981765533774_28_53,0.0107663,2.790375163,0.124119,38.82334438,0.0435505,8.161476081,0.0796381,14.04269035,0.0270229,8.035731756,0.0106606,3.183932618,30.7777, S06_SF 
587725981765533774_31_53,0.0117332,1.600933982,0.122621,14.91829538,0.0430251,3.18178077,0.0681306,4.558758849,0.031699,5.233900194,0.0127466,2.58974834,15.4971, S06_SF 
587725981765533774_32_53,0.0156201,2.630130154,0.13564,18.64574907,0.0475928,4.068819736,0.0560536,3.932611996,0.0361579,5.466643683,0.0128505,2.046352931,14.4679, S06_SF 
587725981765533774_33_53,0.00735237,2.0144695,0.0828289,18.39301977,0.0290628,5.684112904,0.0228201,3.866606234,0.0240242,7.223064192,0.0121447,3.401220498,16.0711, S06_SF 
587725981765533774_34_53,0.00335355,1.186796722,0.0671698,19.6328529,0.0235684,5.218810911,0.0174226,3.904340757,0.0215382,6.40881335,0.010802,3.454444349,14.4458, S06_SF 
587725981765533774_35_53,0.00798718,2.571316062,0.0720345,20.79134457,0.0252753,5.567430938,0.0201755,4.211763457,0.021281,7.013755405,0.0133032,3.614948685,14.9351, S06_SF 
587725981765533774_36_53,0.0107989,3.548444424,0.0572664,29.56085281,0.0200935,8.648013195,0.013081,5.498757814,0.0183481,8.665851031,0.0120118,4.850518907,14.5937, S06_SF 
587725981765533774_37_53,0.0154366,6.03272149,0.0636618,22.75230895,0.0223375,9.130797253,0.0172563,5.412821075,0.0202294,8.764472365,0.0152235,4.97503061,15.4061, S06_SF 
587725981765533774_38_53,0.0205232,6.468317623,0.0866618,26.97235116,0.0304077,9.708813132,0.0246907,7.323870485,0.0260034,8.698506063,0.0209647,6.726819861,17.4668, S06_SF 
587725981765533774_39_53,0.0283054,6.516969761,0.121154,24.36898019,0.0425102,5.900398067,0.0424759,7.559168725,0.034578,9.224211626,0.029315,7.951744436,18.6803, S06_SF 
587725981765533774_40_53,0.0313284,5.303957216,0.150717,35.48855711,0.0528833,5.08884099,0.0638047,6.010047854,0.0377647,7.39512329,0.0301713,5.920338494,17.9848, S06_SF 
587725981765533774_41_53,0.0311342,6.372868443,0.152573,31.69617978,0.0535342,7.091465982,0.0575326,6.930965602,0.0351121,5.933894983,0.0278865,4.387996012,19.5371, S06_SF 
587725981765533774_42_53,0.0451228,5.693517478,0.233373,26.29598214,0.0818854,3.184995199,0.112165,5.97893768,0.0513374,6.04809314,0.0364874,3.764113456,16.689, S06_SF 
587725981765533774_43_53,0.0396126,5.283499834,0.176169,19.93418143,0.0618138,3.005579652,0.0796646,4.336495431,0.0453124,4.773087216,0.0384024,4.065295276,15.6141, S06_SF 
587725981765533774_44_53,0.0163542,3.60723467,0.0856613,11.41023965,0.0300566,3.000587256,0.034795,3.537160279,0.0284591,6.014114319,0.0192282,2.979557556,19.6601, S06_SF 
587725981765533774_45_53,0.00623319,1.903005919,0.0469092,9.270673287,0.0164594,2.612063741,0.0149793,2.596702889,0.0166338,5.072927657,0.0123923,2.758860092,17.743, S06_SF 
587725981765533774_46_53,0.00610835,1.014068532,0.0584019,9.441676137,0.0204919,1.951502426,0.0201719,1.893992266,0.0206269,4.103528666,0.0137911,1.891660045,13.8861, S06_SF 
587725981765533774_12_54,0.00215753,1.450829354,0.00357272,3.055780049,0.00125358,1.296377282,0.00101723,1.274746152, nan,-0.19257497, nan,-0.130175852,8.53253, K01_SF 
587725981765533774_13_54,0.00316502,2.24764206,0.00398917,2.767172846,0.00139971,1.179087521,0.00143463,1.445583967, nan,-0.561208493, nan,0.215151117,7.82295, K01_SF 
587725981765533774_22_54,0.00418259,1.072783931,0.0426403,13.60450739,0.0149615,4.025495134,0.0140371,4.707638994,0.00883221,3.362995073,0.0107116,4.26297625,27.6733, S06_SF 
587725981765533774_23_54,0.0180901,3.740650587,0.107224,19.95637658,0.0376225,5.452189203,0.0683962,8.837884298,0.0332507,7.024702442,0.0356782,8.302837322,57.9062, S06_SF 
587725981765533774_24_54,0.014465,4.830592547,0.0796552,30.34021057,0.0279492,12.00924605,0.0433744,11.13920215,0.0159163,7.745745583,0.0145194,5.487228307,39.3759, S06_SF 
587725981765533774_25_54,0.02034,5.613623161,0.1188,36.96420692,0.0416843,10.2751693,0.0722681,15.25346744,0.0241586,8.125767583,0.0164296,4.792629968,48.3193, S06_SF 
587725981765533774_26_54,0.0202089,6.176178059,0.138892,33.97418101,0.048734,12.15552644,0.0869097,13.99808227,0.0242282,7.959898569,0.0130015,3.292717443,45.6957, S06_SF 
587725981765533774_27_54,0.0166143,4.752917204,0.130724,31.24714499,0.0458679,8.758562346,0.0816271,16.24117886,0.0229086,6.913477414,0.00876106,2.799025483,42.8797, S06_SF 
587725981765533774_28_54,0.0126847,3.527945235,0.118274,37.90806616,0.0414997,8.523960912,0.0670955,12.58256562,0.024856,6.65941671,0.00924727,2.936666808,31.1203, S06_SF 
587725981765533774_29_54,0.0123745,2.184894627,0.147383,29.60538946,0.0517133,4.21048586,0.0879786,7.136369187,0.0344943,5.951118887,0.0140352,2.186732349,23.8027, S06_SF 
587725981765533774_30_54,0.00666892,1.030299207,0.106164,20.05667329,0.0372506,3.981105029,0.0410475,4.279346581,0.0299535,5.832327002,0.00786282,1.863459709,19.8396, S06_SF 
587725981765533774_31_54,0.0199084,1.966271594,0.162422,15.56238387,0.0569902,2.486940578,0.0966208,3.924443275,0.0433949,4.125652103,0.0138717,1.748062193,14.9616, S06_SF 
587725981765533774_32_54,0.0225543,1.955026535,0.218285,17.26396367,0.0765912,2.671746049,0.118697,2.920849452,0.0646081,5.647076345,0.026759,2.61905886,14.2819, S06_SF 
587725981765533774_33_54,0.00796696,1.488189866,0.107453,18.49695363,0.0377028,4.47044523,0.0375706,4.290859194,0.0302946,5.779253968,0.0125004,2.487543117,15.5822, S06_SF 
587725981765533774_34_54,0.00522603,1.301499171,0.0903093,18.17064149,0.0316875,4.089037708,0.0266881,3.922727576,0.0259227,6.775249207,0.0137322,3.267335445,16.6577, S06_SF 
587725981765533774_35_54,0.00779438,2.533911615,0.0710294,22.34908256,0.0249226,6.938879284,0.0195797,4.999370521,0.0207002,6.325744332,0.0131878,4.086142151,17.3957, S06_SF 
587725981765533774_36_54,0.0107727,3.80488171,0.0601931,23.99211652,0.0211204,7.984934487,0.0163662,6.226564125,0.0170681,6.033999578,0.010058,4.397220304,18.3026, S06_SF 
587725981765533774_37_54,0.0199705,6.697404463,0.0892783,23.46075537,0.0313257,9.369226735,0.0252311,5.751768426,0.0264551,9.175999005,0.0200739,6.709430785,21.5884, S06_SF 
587725981765533774_38_54,0.0317097,8.529685988,0.144056,38.95745752,0.0505461,9.806423542,0.0434929,6.055326994,0.0380605,10.25215384,0.031047,9.130958972,25.4615, S06_SF 
587725981765533774_39_54,0.0376521,8.891799881,0.180414,44.51287154,0.0633032,10.05360529,0.0609956,6.991775163,0.0425913,14.25649153,0.0369355,9.437404256,27.9645, S06_SF 
587725981765533774_40_54,0.04646,7.313111125,0.229873,44.35783,0.0806571,7.531089302,0.0855396,8.382998184,0.0488433,8.51323311,0.0451674,9.483810914,27.0683, S06_SF 
587725981765533774_41_54,0.043166,7.854351244,0.216495,36.73832577,0.0759633,6.520730802,0.086543,8.200679925,0.043424,5.159239612,0.0401251,5.467209382,22.8393, S06_SF 
587725981765533774_42_54,0.059889,5.260461325,0.261954,23.12555329,0.0919137,3.661210811,0.15746,5.257280815,0.0556141,3.78126844,0.0553241,3.986112245,18.8337, S06_SF 
587725981765533774_43_54,0.0569902,3.405782531,0.281717,17.33532823,0.0988479,1.91578515,0.239164,6.121183887,0.0640865,4.032438922,0.0458836,2.883453519,15.0874, K03_SF 
587725981765533774_44_54,0.0290787,4.025859502,0.118275,11.51465778,0.0415,2.32459438,0.0618303,3.718193701,0.0314773,4.281375961,0.021726,2.720463868,15.3284, S06_SF 
587725981765533774_45_54,0.0129763,2.816086057,0.0589327,11.28629316,0.0206781,2.774295225,0.0260181,3.300147684,0.020154,4.144758484,0.011748,2.406671516,16.3678, S06_SF 
587725981765533774_46_54,0.00674597,1.082579245,0.0461542,5.970006642,0.0161945,1.93000627,0.0195438,2.233577608,0.0103488,1.793716569, nan,0.384432591,13.0069, S06_SF 
587725981765533774_12_55,0.00165115,1.546416253,0.00252418,2.259607269,0.000885677,1.62660236,0.000750892,1.23788552, nan,-0.376705685, nan,0.261613805,8.07375, K01_SF 
587725981765533774_22_55,0.0107237,1.450569462,0.074599,19.93522675,0.0261751,2.486458724,0.0301956,4.492371,0.0148022,3.023612731,0.0202022,4.92755021,35.3555, S06_SF 
587725981765533774_23_55,0.0155678,1.975547348,0.115723,19.09907166,0.0406046,4.92326622,0.078489,7.489881859,0.021697,3.435676146,0.0313025,4.315248792,34.1844, S06_SF 
587725981765533774_24_55,0.0178166,3.292271483,0.0911772,25.83242668,0.031992,7.178366182,0.0614111,11.25237332,0.0253987,6.534473823,0.0277393,5.705450719,60.7802, S06_SF 
587725981765533774_25_55,0.0172852,5.277423142,0.106686,35.66937172,0.0374338,7.670166196,0.0699175,12.6568954,0.019476,6.367208409,0.0119911,3.443907647,38.7628, S06_SF 
587725981765533774_26_55,0.0148159,5.920339258,0.11158,39.56846072,0.0391508,8.952397393,0.0739028,14.37663727,0.0212036,7.041215652,0.00843121,2.450843119,42.9195, S06_SF 
587725981765533774_27_55,0.014596,4.841660622,0.129378,31.10808734,0.0453958,7.291367394,0.0824814,10.98200235,0.0281739,6.901038219,0.0113117,3.115246303,35.3744, S06_SF 
587725981765533774_28_55,0.0139118,3.131883809,0.130042,18.92429864,0.0456287,5.604062545,0.0771329,10.59859273,0.0289896,6.583968109,0.0107588,1.926087829,29.3619, S06_SF 
587725981765533774_29_55,0.016727,2.247501387,0.167309,14.42054184,0.0587051,3.010576316,0.0873608,5.437736495,0.0398388,4.209267563,0.0117744,1.298111009,23.2005, S06_SF 
587725981765533774_30_55,0.0314696,1.780256767,0.28531,18.67759737,0.100109,1.656665436,0.118295,2.234701016,0.0810152,4.563839429,0.0285089,2.08052416,17.035, S06_SF 
587725981765533774_31_55,0.0300896,3.730864443,0.196307,20.695735,0.0688796,2.560216111,0.0739841,2.300950855,0.0596737,4.943303251,0.0274089,2.538601459,16.778, S06_SF 
587725981765533774_32_55,0.0282014,1.79988629,0.316431,16.1106197,0.111028,2.10234013,0.178348,2.551808524,0.0898276,5.037977637,0.0372418,1.844089986,14.2525, S06_SF 
587725981765533774_33_55,0.0106636,1.03462246,0.162864,16.40129241,0.0571452,3.022772508,0.0677511,3.733352857,0.0450903,5.796446467,0.018636,1.972553128,15.3525, S06_SF 
587725981765533774_35_55,0.0139665,2.735336208,0.114979,20.9620748,0.0403433,6.344342862,0.0368393,4.030284687,0.0294517,5.627432982,0.016288,3.759403302,16.402, S06_SF 
587725981765533774_36_55,0.0198669,5.148153147,0.102494,26.4853233,0.0359629,10.08690367,0.0295186,5.095164376,0.0270889,10.21960876,0.0168655,6.840166467,19.5671, S06_SF 
587725981765533774_37_55,0.0244473,6.017989857,0.109544,32.3751769,0.0384367,8.076813244,0.0293417,5.982228288,0.025849,11.44231994,0.0189231,7.137008968,23.7698, S06_SF 
587725981765533774_38_55,0.0388078,10.34320411,0.172024,34.10999801,0.0603592,11.17357805,0.0482531,7.773832379,0.0375322,10.65802761,0.0312275,6.786611412,29.0945, S06_SF 
587725981765533774_39_55,0.0569101,10.18695708,0.260219,37.18170877,0.091305,10.88222449,0.0783444,8.956383398,0.0504334,11.74252216,0.0445029,7.958232364,33.373, S06_SF 
587725981765533774_40_55,0.055714,9.553725346,0.271396,39.18335867,0.0952268,13.84234812,0.0912256,8.287174074,0.0503134,8.77359777,0.0482843,8.174807223,31.1164, S06_SF 
587725981765533774_41_55,0.0604131,10.73301561,0.270216,28.47787761,0.0948127,10.313199,0.124284,9.351398136,0.0526662,7.751532233,0.0551623,6.458824147,27.257, S06_SF 
587725981765533774_42_55,0.068912,5.056748656,0.330979,27.69571193,0.116133,3.353258443,0.253542,7.213161335,0.0625977,4.898632464,0.0551109,4.052546569,19.7776, K03_SF 
587725981765533774_43_55,0.0599984,4.421864842,0.247898,17.58684612,0.0869817,2.051596831,0.207552,5.880968543,0.0587627,4.062072206,0.0441184,3.311384075,16.3094, K03_SF 
587725981765533774_44_55,0.0225646,2.925944933,0.091329,10.77040926,0.0320453,2.933244377,0.0650304,4.438927635,0.0246597,3.266024136,0.016722,1.901576348,16.9579, K03_SF 
587725981765533774_45_55,0.00876147,2.061791478,0.0362271,9.616326462,0.0127113,1.669109598,0.0221763,3.194764423,0.010919,2.524895464,0.00730909,1.699794643,11.7328, K03_SF 
587725981765533774_46_55,0.00224133,1.076380953,0.0143312,5.282269541,0.0050285,2.037761215,0.00518432,1.896572456,0.00301239,1.240038272, nan,0.31904671,9.52708, S06_SF 
587725981765533774_23_56,0.00855059,1.904422538,0.0493712,16.68156738,0.0173232,3.543845768,0.0238043,4.035484885,0.00904507,3.067579772,0.0153904,4.279118913,36.6042, S06_SF 
587725981765533774_24_56,0.00605127,2.038064865,0.0351241,12.6727775,0.0123243,6.084742881,0.0187647,8.31278636,0.0067532,2.899290911,0.00928203,3.419992865,39.855, S06_SF 
587725981765533774_25_56,0.00873737,2.272058671,0.0667592,22.05297863,0.0234243,5.638050138,0.0472655,9.634618027,0.0191279,6.137846362,0.0197852,5.742574091,46.5587, S06_SF 
587725981765533774_26_56,0.00522651,1.792380469,0.0799423,15.39861066,0.0280499,5.211892553,0.0583161,8.641356853,0.0204237,6.080458143,0.00672534,1.390248708,26.1258, S06_SF 
587725981765533774_27_56,0.0058102,1.587919575,0.0968164,21.34501356,0.0339707,5.189130445,0.0681861,10.8626556,0.0259275,4.915573621, nan,0.953930866,26.5748, S06_SF 
587725981765533774_28_56,0.0120367,1.844976098,0.153428,19.75232519,0.0538343,3.122406091,0.103834,6.714534266,0.0396981,4.947499532,0.0119249,1.339732503,20.9322, S06_SF 
587725981765533774_29_56,0.0292479,1.202405854,0.364668,12.48074751,0.127954,1.191012174,0.217888,2.290852019,0.0991992,3.358476183,0.0350201,1.769690687,16.5207, S06_SF 
587725981765533774_32_56,0.0296923,1.874890341,0.16597,10.96952633,0.058235,1.604633152,0.0470777,1.42114078,0.0563685,3.75427483,0.0324873,2.625267478,13.6527, S06_SF 
587725981765533774_33_56,0.0382403,2.113286709,0.267493,12.65829785,0.0938573,1.570142981,0.109267,2.623717115,0.0820712,4.975203347,0.0489204,2.974653446,14.8914, S06_SF 
587725981765533774_35_56,0.013587,2.298265837,0.110272,18.07127002,0.038692,2.838986221,0.0438939,5.194874679,0.0239528,3.670131649,0.0145953,2.017118715,15.7021, S06_SF 
587725981765533774_36_56,0.0199428,4.809685776,0.0945778,16.66897296,0.0331852,6.287514842,0.0274443,5.327874508,0.0160625,3.939659864,0.0125007,3.111604133,20.6284, S06_SF 
587725981765533774_37_56,0.0264237,5.66168168,0.115738,29.50168485,0.0406098,8.090682122,0.0307871,8.411261691,0.0221154,7.205204843,0.0157024,4.541242318,27.5213, S06_SF 
587725981765533774_38_56,0.0436484,9.718834619,0.182321,40.43281753,0.0639722,9.491984873,0.0456597,6.022353746,0.0351971,11.95121668,0.0330647,10.78686159,32.8508, S06_SF 
587725981765533774_39_56,0.0476817,10.59185013,0.207598,32.26961357,0.0728415,8.574032413,0.0571943,6.643327641,0.0390169,10.78308465,0.0384476,7.61902172,35.1537, S06_SF 
587725981765533774_40_56,0.0514145,12.53497675,0.229873,28.61715189,0.080657,10.99388001,0.0740917,5.660923576,0.0404076,8.111192041,0.0371313,6.206585344,33.2594, S06_SF 
587725981765533774_41_56,0.0300307,8.094435431,0.136384,33.60560432,0.0478539,9.109572976,0.0511272,6.557910821,0.0329931,6.997162112,0.0303676,6.687997574,35.1965, S06_SF 
587725981765533774_42_56,0.0396025,5.79655356,0.184635,18.15439482,0.0647843,3.780291534,0.102683,6.479010988,0.0398073,4.802293848,0.03884,4.675052308,20.6112, S06_SF 
587725981765533774_43_56,0.0389017,2.841170188,0.183024,15.16805651,0.064219,2.207408609,0.167336,4.902526438,0.0528868,5.132608541,0.0438297,3.763569836,18.325, K03_SF 
587725981765533774_44_56,0.015691,2.259470036,0.0767682,7.999886936,0.0269362,1.899031891,0.0631656,3.206103207,0.0213146,2.700250424,0.0149472,2.037531035,12.9517, K03_SF 
587725981765533774_45_56,0.00296303,1.973401466,0.00723532,3.098132523,0.00253871,1.457349793,0.00478812,2.565828444,0.00164614,1.062288493, nan,0.992419643,5.96638, K01_SF 
587725981765533774_28_57,0.00883844,1.11668384,0.132939,14.83408975,0.0466452,2.444444683,0.0904191,3.724342463,0.0331976,4.089153851, nan,0.390527488,17.8146, S06_SF 
587725981765533774_34_57,0.0214463,2.098525707,0.143607,11.42235511,0.0503885,2.138583775,0.0440257,1.833536612,0.0330747,2.508837935,0.030196,2.275403395,13.3979, S06_SF 
587725981765533774_35_57,0.0322434,3.833436449,0.162579,16.22921684,0.0570454,2.819089477,0.0442857,2.774160391,0.0238275,2.596190908,0.0218179,1.71580355,17.3068, S06_SF 
587725981765533774_36_57,0.0154871,3.21894221,0.0726244,19.21549673,0.0254822,4.471538158,0.0195925,4.016405455,0.0125208,3.498971894,0.00861923,1.806042583,17.3724, S06_SF 
587725981765533774_37_57,0.0223641,5.438739272,0.0995888,31.15485241,0.0349434,5.558663546,0.0231449,5.212453138,0.0172964,5.991376009,0.0108479,3.134721209,23.0708, S06_SF 
587725981765533774_38_57,0.0304266,7.138082145,0.137454,41.56042817,0.0482294,7.301999734,0.0347627,6.920139943,0.0233143,6.848155297,0.0170051,4.926878631,27.8031, S06_SF 
587725981765533774_39_57,0.0324437,10.67449875,0.145263,31.06738295,0.0509693,9.487227869,0.037181,6.278370147,0.0254693,8.270742715,0.0211546,7.336599913,28.7964, S06_SF 
587725981765533774_40_57,0.0359046,8.327981761,0.155698,24.59412326,0.0546307,8.756554709,0.0426699,6.685053886,0.0304596,7.985520868,0.0265274,6.262519398,30.9065, S06_SF 
587725981765533774_41_57,0.025193,5.092720424,0.1075,16.61069411,0.0377192,6.971147632,0.0367549,5.759116165,0.0249705,5.398448477,0.0216911,4.273154809,26.0331, S06_SF 
587725981765533774_42_57,0.0146287,3.160587985,0.0764563,13.62086711,0.0268268,4.078468464,0.0321636,3.938424281,0.0183715,3.17247534,0.014973,3.259502373,18.1208, S06_SF 
587725981765533774_43_57,0.0138664,2.796672959,0.0742218,16.54501169,0.0260427,1.989066229,0.0405994,3.870383572,0.0161219,2.683464984,0.0115802,1.979072778,18.4098, S06_SF 
587725981765533774_44_57,0.00519141,2.246547831,0.0210849,9.498196222,0.00739821,2.40307953,0.00887683,2.489605843,0.00481298,1.683389521,0.00351175,1.246997048,12.0076, S06_SF 
587725981765533774_22_58,0.000640727,1.002392366,0.00205068,4.169223119,0.000719536,2.850600624,0.000549155,1.688933545,0.00267386,5.335054976,0.00318577,5.508122335,11.3925, S06_SF 
587725981765533774_28_58,0.0143209,1.180467412,0.181396,9.587257135,0.0636478,1.853931053,0.107431,2.71573125,0.0424086,3.917994288, nan,-0.452017275,16.4686, S06_SF 
587725981765533774_29_58,0.0130392,1.477116439,0.0841538,11.19867336,0.0295277,2.007791566,0.0268645,1.065603996,0.0160277,2.466604098, nan,-0.629935065,14.1269, S06_SF 
587725981765533774_35_58,0.0249867,2.80485889,0.112475,9.569436707,0.0394649,2.106402557,0.0260131,2.460448396,0.0179304,2.489897788,0.0176024,2.016506211,14.4787, S06_SF 
587725981765533774_36_58,0.0181043,3.231744633,0.0702558,18.65128543,0.0246512,3.646394302,0.01233,2.243799056,0.0117703,3.293908555,0.0105123,2.410689543,17.6659, S06_SF 
587725981765533774_37_58,0.0248556,6.007324317,0.0871025,16.7983115,0.0305623,3.960981366,0.0230592,3.381587715,0.013006,4.010351814,0.0134716,2.629243087,21.1257, S06_SF 
587725981765533774_38_58,0.0311042,8.239181698,0.120099,36.21751357,0.0421401,5.266611207,0.033091,5.134922037,0.018752,3.838969884,0.0199678,3.58654269,25.9431, S06_SF 
587725981765533774_39_58,0.0277227,5.677208697,0.12432,22.78775743,0.043621,5.169949245,0.0320825,4.552792743,0.0207148,5.044581772,0.0238392,5.195278197,26.0561, S06_SF 
587725981765533774_40_58,0.0260827,4.655439898,0.126959,18.18749602,0.0445471,4.422521899,0.0391253,3.72996188,0.0267781,5.188728972,0.0195477,3.699932403,25.4805, S06_SF 
587725981765533774_41_58,0.0199329,3.879944707,0.0994824,14.09889593,0.0349061,4.306954129,0.0394957,4.772261324,0.0251695,4.416775546,0.0162976,2.429583749,19.4587, S06_SF 
587725981765533774_42_58,0.0180985,3.063597575,0.0952694,11.944624,0.0334278,3.214583647,0.0376943,2.830818278,0.0235514,3.532266325,0.0142328,1.930887021,21.7441, S06_SF 
587725981765533774_43_58,0.00559601,1.886690132,0.0403525,15.25879696,0.0141588,2.871179099,0.0122061,2.124360827,0.011395,3.472996562,0.0071925,1.832512662,15.9162, S06_SF 
587725981765533774_51_58,0.000707563,1.14212137,0.00197617,2.550941651,0.000693393,1.603623061,0.000557667,1.416076721,0.000810824,1.176729833, nan,0.05818334,12.2735, K03_SF 
587725981765533774_23_59,0.000319919,1.189154863,0.00131593,6.217406697,0.000461728,5.128001782,0.000240872,2.707322648,0.000876957,5.538630803,0.0015154,5.243219718,16.4849, S06_SF 
587725981765533774_36_59,0.0141548,3.864142611,0.0513964,10.76788252,0.0180338,3.685640734,0.008078,1.476029401,0.00564397,1.309804996,0.00868587,2.394718882,13.5074, S06_SF 
587725981765533774_37_59,0.0173069,3.828353548,0.0602707,13.56246723,0.0211476,4.28169719,0.0143453,2.80124006,0.00798952,2.116863784,0.0109053,3.185874575,16.0181, S06_SF 
587725981765533774_38_59,0.0180373,5.145778845,0.0821143,20.06641841,0.028812,4.452671935,0.0213274,2.644247109,0.0139316,3.260115854,0.0156595,2.957470435,18.22, S06_SF 
587725981765533774_39_59,0.0218177,2.827060207,0.112986,16.45218388,0.0396442,3.11823542,0.0325801,2.247430844,0.0198387,2.836314459,0.0186157,2.776647826,20.7546, S06_SF 
587725981765533774_40_59,0.0149798,2.055492375,0.127642,16.0621298,0.0447867,2.096135465,0.0420867,2.433559717,0.0300737,3.201109301,0.0230625,3.212633233,22.8294, S06_SF 
587725981765533774_41_59,0.0118813,1.577167383,0.108388,11.63392922,0.0380309,2.240790129,0.0500024,2.999548723,0.0226728,2.179498534, nan,0.639653323,20.9475, S06_SF 
587725981765533774_21_60,0.000160639,1.179770169,0.000198876,1.361996112,6.98E-05,2.632181087,2.95E-05,1.104719384,0.00031169,2.379565593,0.000239148,2.122134688,7.03548, K01_SF 
587725981765533774_22_60,0.000398989,1.939761702,0.000706405,3.068992443,0.000247861,3.464182204,0.000208464,2.912233251,0.000700018,2.783559607,0.0006823,3.021056095,12.4641, K01_SF 
587725981765533774_23_60,0.00129431,2.805764784,0.00349105,8.011329085,0.00122493,5.21374003,0.000752304,3.988791847,0.00147203,3.594568629,0.00220842,4.225989106,23.5377, K03_SF 
587725981765533774_37_60,0.0071374,1.855895744,0.0330607,9.078615034,0.0116003,2.469194688,0.00731122,1.222818176,0.00580116,1.863893507,0.0097282,3.364724121,12.7684, S06_SF 
587725981765533774_38_60,0.010615,3.334822885,0.0456764,12.01092036,0.0160268,3.517333225,0.0141615,1.967982567,0.00855522,2.862428849,0.00976146,3.21333352,14.5191, S06_SF 
587725981765533774_39_60,0.0111817,1.528349626,0.0893508,9.565109591,0.0313512,2.336814349,0.0337844,1.969433015,0.0241625,3.185567935,0.0198991,2.552297838,18.9651, S06_SF 
587725981765533774_40_60,0.00931495,1.238198945,0.0787202,8.396914229,0.0276211,1.853592272,0.0308285,1.788793131, nan,0.945299022, nan,-0.206645571,20.9754, S06_SF 
587725981765533774_22_61,0.0017874,2.439560899,0.00500745,6.031392862,0.001757,3.654013615,0.000776734,1.678248896,0.00270359,4.140190225,0.00226395,3.044207481,24.0655, S06_SF 
587725981765533774_23_61,0.00178326,2.474570311,0.00842832,9.547191576,0.0029573,3.89354421,0.00207561,3.623433024,0.00209249,2.049413383,0.00325706,2.751957076,21.8924, S06_SF 
587725981765533774_24_61,0.00270271,1.964714783,0.0152529,12.79867687,0.00535189,5.034035708,0.00440678,5.004219969,0.00190943,1.549447155,0.00479937,2.632793009,31.7157, S06_SF 
587725981765533774_25_61,0.00491879,1.670241903,0.0421316,12.00061811,0.014783,3.67899387,0.0207176,4.483723954,0.00790385,2.892550524,0.00938051,4.104044511,25.3611, S06_SF 
587725981765533774_27_61,0.019806,1.307507302,0.195718,13.1123356,0.068673,1.502540274,0.150134,4.586055357,0.0597014,4.185963461,0.0486785,3.502353781,31.3624, S06_SF 
587725981765533774_38_61,0.00539698,1.402700344,0.0276687,7.909974261,0.00970833,1.505902848,0.00798129,1.376109542,0.00455377,1.420840539,0.00584146,1.491323551,14.5246, S06_SF 
587725981765533774_23_62,0.00183852,1.339074361,0.0161373,13.3367597,0.00566222,3.748482864,0.00315465,2.248800012,0.00336126,2.766188864,0.00570954,3.992937325,28.7729, S06_SF 
587725981765533774_24_62,0.00306653,1.564401967,0.0205053,12.92995266,0.00719486,4.036518906,0.00629944,2.962074196,0.00197907,1.531302815,0.00560251,3.648301336,33.1962, S06_SF 
587725981765533774_25_62,0.00836987,2.585784499,0.043868,13.55306081,0.0153923,3.430513273,0.0231194,5.630882778,0.011843,3.741420529,0.0157746,6.833433543,35.2599, S06_SF 
587725981765533774_26_62,0.0222043,2.677347037,0.123677,9.940200951,0.0433956,2.446480012,0.0844785,4.681054172,0.0337111,3.656444705,0.0364772,4.310921466,39.1001, S06_SF 
587725981765533774_27_62,0.0423368,1.808456005,0.234907,11.64151875,0.0824236,1.561954858,0.186655,4.336900249,0.0599612,3.29622946,0.0637851,4.277497709,34.1269, S06_SF 
587725981765533774_24_63,0.00294006,1.248061499,0.0271524,11.09440233,0.00952716,3.429803752,0.00673807,2.990510534,0.00286831,1.502128277,0.00517381,3.08996886,33.8134, S06_SF 
587725981765533774_25_63,0.00923377,2.354096868,0.0538161,13.1938728,0.0188828,3.366397685,0.0251953,4.226554678,0.0131583,3.156614514,0.0183221,5.255331327,34.8812, S06_SF 
587725981765533774_26_63,0.0228042,2.741757315,0.0951567,12.45002715,0.0333883,2.706081002,0.0600415,4.747102324,0.0241378,3.16994363,0.029109,4.750931167,36.8606, K03_SF 
587725981765533774_27_63,0.0551214,2.420591814,0.202758,10.15670439,0.0711432,1.263111347,0.172382,4.041393856,0.0601729,3.623898056,0.0612458,3.822020488,31.1216, K01_SF 
587725981765533774_26_64,0.00541345,1.366581326,0.0524867,13.22294462,0.0184164,3.003147784,0.0273141,4.906681783,0.0134524,2.662776295,0.0156163,4.205563052,21.1537, S06_SF 
587725981765533774_27_64,0.0444604,3.241752431,0.134759,9.358151282,0.047284,1.186837881,0.120946,5.1777009,0.0629138,4.364565427,0.0543201,4.732068319,24.8617, K01_SF 
587725981765533774_28_65,0.00773799,1.721200582,0.0220517,4.580946703,0.00773745,1.54439705,0.00646788,1.253145594,0.0120399,3.896950568,0.00503879,1.227729835,10.8958, K03_SF 
587725980155183238_58_12,0.0116174,1.3317578,0.0453498,5.186084434,0.0159122,1.35312245,0.0455577,2.876688408, nan,-0.069977694, nan,0.295341911,14.0574, K01_SF 
587725980155183238_56_13,0.0107039,1.917132971,0.0264452,5.620901761,0.00927902,1.485112127,0.0223071,3.82628812, nan,0.689191905,0.00958951,1.463463616,55.0013, K01_SF 
